non_toxicity_cats,family,scientific_name,non_toxicity,non_toxicity_dogs,toxicity_horses,toxicity_cats,clinical_signs,additional_common_names,toxic_principles,non_toxicity_horses,url,name,image_url,toxicity,toxicity_dogs
FALSE, Aquifoliaceae, Ilex aquifolium,null,FALSE,TRUE,TRUE," Vomiting, diarrhea and depression. Leaves and berries are low toxicity."," European Holly, Oregon Holly, Inkberry, Winterberry, American Holly", Saponins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/english-holly,English Holly,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/english-holly-r.jpg?itok=5hjEx9q-," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Araliaceae, Hedera helix,null,FALSE,TRUE,TRUE," Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"," Branching Ivy, Glacier Ivy, Needlepoint Ivy, Sweetheart Ivy, California Ivy", Triterpenoid saponins (hederagenin),FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/english-ivy,English Ivy,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/english-ivy-r.jpg?itok=OkBe7NIq," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Taxaceae, Taxus baccata,null,FALSE,TRUE,TRUE," Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."," Western Yew, Pacific Yew, Japanese Yew, Anglo-Japanese Yew"," Taxine A and B, Volatile oil",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/english-yew,English Yew,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/japanese-yew-r.jpg?itok=xoes_oCs," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Gesneriaceae, Episcia dianthiflora," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null," Lace-Flower Vine, Chocolate Soldier",null,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/episcia,Episcia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/chocolate-soldier-r.jpg?itok=qk7l1baw,null,FALSE
FALSE, Myrtaceae, Eucalyptus species,null,FALSE,TRUE,TRUE," Salivation, vomiting, diarrhea, depression, weakness", Many cultivars, Essential oils (eucalyptol),FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/eucalyptus,Eucalyptus,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/eucalyptus-r.jpg?itok=R47aOUCa," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Solanaceae, Solanum dulcamara,null,FALSE,TRUE,TRUE," Vomiting, diarrhea - common. Drowsiness, low blood pressure, low heart rate - uncommon."," Climbing Nightshade, Deadly Nightshade", Solanine,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/european-bittersweet,European Bittersweet,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/european-bittersweet-r.jpg?itok=4rxram0S," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Aquifoliaceae, Ilex aquifolium,null,FALSE,TRUE,TRUE," Vomiting, diarrhea and depression. Leaves and berries are low toxicity."," European Holly, Oregon Holly, Inkberry, Winterberry, American Holly, English Holly", Saponins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/european-holly,European Holly,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/holly-r.jpg?itok=JGyblujw," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Fabaceae, Lathyrus latifolius,null,FALSE,TRUE,TRUE," Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."," Sweet Pea, Perennial Pea", Aminoproprionitrite,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/everlasting-pea,Everlasting Pea,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sweet-pea-r.jpg?itok=UIrxOmuQ," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Araceae, Dieffenbachia amoena,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Charming Dieffenbachia, Giant Dumb Cane, Tropic Snow, Dumbcane, Spotted Dumb Cane, Exotica Perfection, Dieffenbachia"," Insoluble calcium oxalates, proteolytic enzyme",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/exotica,Exotica,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/exotica-r.jpg?itok=U1AiXfwJ," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Amaranthaeceae, Celosia cristata," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Feathered Amaranth, Woolflower", Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fairy-fountain,Fairy Fountain,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Araliaceae, Dizygotheca elegantissima," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null,null, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/false-aralia,False Aralia,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/false-aralia-r.jpg?itok=dX31siqf,null,FALSE
FALSE, Celastraceae, Celastrus scandens,null,FALSE,TRUE,TRUE," Vomiting, diarrhea", American Bittersweet, Sesquiterpene alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/false-bittersweet,False Bittersweet,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/american-bittersweet-r.jpg?itok=K-7x7p2u," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Apiaceae, Ammi majus,null,FALSE,TRUE,TRUE, Photosensitization (ulcerative and exudative dermatitis)," Bishop's Weed, Greater Ammi", Furanocoumarins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/false-queen-annes-lace,False Queen Anne’s Lace,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/greater-ammi-r.jpg?itok=mCO6ushm," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Araceae, Rhapis flabelliformis," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null, Lady Palm, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fan-tufted-palm,Fan Tufted Palm,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fan-tufted-palm-r.jpg?itok=t36q-ICT,null,FALSE
FALSE, Chenopodiaceae, Ambrosia mexicana,null,FALSE,FALSE,TRUE," Vomiting, anorexia, depression"," Jerusalem Oak, Ambrosia Mexicana", Sesquiterpene lactones,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/feather-geranium,Feather Geranium,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ambrosia-mexicana-r.jpg?itok=Mqy9Lq0f," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Nephrolepidaceae, Nephrolepis exaltata," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null,null, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/feather-palm,Feather Palm,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/feather-palm-r.jpg?itok=D6oFKTxN,null,FALSE
FALSE, Cycadaceae, Cycas species,null,FALSE,TRUE,TRUE," Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."," Sago Palm, Cycads"," Cycasin, B-methylamino-l-alanine, unidentified neurotoxin (cattle)",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fern-palm,Fern Palm,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sago-palm-r.jpg?itok=ww2JjLQ_," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Ericaceae, Leucothoe sp.,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."," Dog Laurel, Dog Hobble, Black Laurel", Grayanotoxins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fetter-bush,Fetter Bush,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/dog-hobble-r.jpg?itok=1Hm543NR," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Ericaceae, Lyonia sp.,null,FALSE,TRUE,TRUE," Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."," Staggerberry, Maleberry", Grayanotoxins,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fetterbush,Fetterbush,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/maleberry-r.jpg?itok=FWwr5AcW," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Araceae, Philodendron bipennifolium, ,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."," Horsehead Philodendron, Cordatum, Heartleaf Philodendron, Panda Plant, Split Leaf Philodendron, Fruit Salad Plant, Red Emerald, Red Princess, Saddle Leaf", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fiddle-leaf,Fiddle-Leaf,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Boraginaceae, Amsinckia species,null,FALSE,TRUE,FALSE," The plant is not very palatable, but will be eaten by animals with no other forage; poisonings typically occur from ingestion of green plant material or material in hay. The toxic components can cause liver failure, referred to as ""walking disease"" or ""sleepy staggers"". Signs include weight loss, weakness, sleepiness, yawning, incoordination, yellowish discoloration to mucous membranes (icterus), neurologic problems secondary to liver failure (aimless walking, chewing motions, head pressing). Animals may appear to be normal at first, then become suddenly affected; the syndrome progresses rapidly over a few days to a week.",null, Pyrrolizidine alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fiddleneck,Fiddleneck,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fiddleneck-r.jpg?itok=VC18zypy, Toxic to Horses,FALSE
FALSE, Equisetaceae, Equisetum arvense,null,FALSE,TRUE,FALSE," The plant is commonly ingested when horses have very little suitable vegetation to graze on; ingestions over several days or weeks may result in adverse clinical effects. The toxic component breaks down thiamine (an essential nutrient for central nervous system function and metabolism). Clinical signs include weight loss, central nervous system disorders, muscle weakness gradually progressing in severity, convulsions and death."," Scouring rush, Common horsetail, Western horsetail", Thiaminase,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/field-horsetail,Field Horsetail,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/field-horsetail-r.jpg?itok=eQWJN3sv, Toxic to Horses,FALSE
FALSE, Brassicaceae, Thlaspi arvense,null,FALSE,TRUE,FALSE," The plant is not typically ingested unless other forage is unavailable, or the plant is incorporated into hay. Poisonings occur most commonly from first and sometimes second cuttings of hay. The toxic component is an irritant, and causes digestive tract irritation.",null, Isothiocyanates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/field-pennycress,Field Pennycress,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/field-pennycress-1-r.jpg?itok=eN645vVk, Toxic to Horses,FALSE
TRUE, Orchidaceae, Epidendrum ibaguense," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null,null, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fiery-reed-orchid,Fiery Reed Orchid,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fiery-reed-orchid-r.jpg?itok=b3IqqbVj,null,FALSE
FALSE, Moraceae, Ficus benjamina,null,FALSE,TRUE,TRUE," Contact with the skin can cause dermatitis, ingestion can cause oral irritation, salivation and vomiting"," Weeping Fig, Indian Rubber Plant"," Proteolytic enzyme (ficin), psoralen (ficusin)",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fig,Fig,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/indian-rubber-plant-r.jpg?itok=Y9NgWVOX," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Cucurbitaceae, Cucurbita ficifolia," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null, Malabar Gourd, Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fig-leaf-gourd,Fig Leaf Gourd,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fig-leaf-gourd-r.jpg?itok=K3xy6gcI,null,FALSE
TRUE, Araliaceae, Fatsia japonica," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Formosa rice tree, Glossy-leaved paper plant, Big-leaf paper plant", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/figleaf-palm,Figleaf Palm,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/figleaf-palm-r.jpg?itok=1GtCHZSa,null,FALSE
FALSE, Ranunculaceae, Ranunculus acris, ,FALSE,TRUE,TRUE," Vomiting, diarrhea, depression, anorexia, hypersalivation and wobbly gait."," Buttercup, Butter Cress, Burwort, Crowfoot burwort", Protoanemonin (an irritant),FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/figwort,Figwort,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
TRUE, Bromeliaceae, Neoregelia spectabilis," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null,null, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fingernail-plant,Fingernail Plant,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fingernail-plant-r.jpg?itok=4WV3gUAy,null,FALSE
FALSE, Amaryllidaceae, Hippeastrum spp.,null,FALSE,FALSE,TRUE," Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."," Amaryllis, Barbados Lily, Lily of the Palace, Ridderstjerne", Lycorine and other alkaloids,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fire-lily,Fire Lily,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/barbados-lily-r.jpg?itok=SVpwywsB," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Onagraceae, Epilobium angustifolium," Non-Toxic to Dogs, Non-Toxic to Cats, Non-Toxic to Horses",TRUE,FALSE,FALSE,null," Blooming Sally, Great Willow-Herb", Non-toxic,TRUE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fire-weed,Fire Weed,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/willow-herb-r.jpg?itok=H9hRrL75,null,FALSE
TRUE, Polypodaceae, Cyrtomium falcatum," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE,null,null, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fish-tail-fern,Fish Tail Fern,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/fish-tail-fern-r.jpg?itok=8-9RC82C,null,FALSE
FALSE, Iridaceae, Iris species,null,FALSE,FALSE,TRUE," Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes."," Iris, Snake Lily, Water Flag"," Pentacylic terpenoids (zeorin, missourin and missouriensin)",FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/flag,Flag,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/iris-1-r.jpg?itok=XSCD5q2T," Toxic to Dogs, Toxic to Cats",TRUE
TRUE, Gesneriaceae, Episcia reptans," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, ," Flame violet, Red violet", Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/flame-african-violet,Flame African Violet,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
TRUE, Rubiaceae, Ixora coccinea," Non-Toxic to Dogs, Non-Toxic to Cats",TRUE,FALSE,FALSE, , Maui sunset, Non-toxic,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/flame-woods,Flame of the Woods,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE, ,FALSE
FALSE, Araceae, Anthurium scherzeranum,null,FALSE,FALSE,TRUE," Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"," Flamingo Lily, Tail Flower, Oilcloth Flower, Pigtail Plant, Painter's Pallet", Insoluble calcium oxalates,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/flamingo-flower,Flamingo Flower,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/flamingo-plant-r.jpg?itok=coewkiON," Toxic to Dogs, Toxic to Cats",TRUE
FALSE, Asteraceae, Erigeron speciosus,null,FALSE,TRUE,TRUE," Mild vomiting, diarrhea."," Showy Daisy, Horseweed, Seaside Daisy", Unknown,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/fleabane,Fleabane,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/seaside-daisy-r.jpg?itok=QIlgwI1g," Toxic to Dogs, Toxic to Cats, Toxic to Horses",TRUE
FALSE, Cannaceae, Dracaena surculosa,null,FALSE,FALSE,TRUE," In cats: dilated pupils, breathing difficulty, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."," Gold Dust Dracaena, Spotted Dracaena", Agavaceae,FALSE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/florida-beauty,Florida Beauty,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/florida-beauty.jpeg?itok=l9hG0lnJ," Toxic to Dogs, Toxic to Cats",TRUE
