name,sci_name,common_names,family,image_url,aspca_url,non_toxicity_cats,non_toxicity_dogs,non_toxicity_horses,clinical_signs
Climbing Nightshade,Solanum dulcamara,"European Bittersweet, Deadly Nightshade, Violet Bloom, Blue Nightshade, Soda Apple, Poisonous Nightshade, Felonwort, Devil's Apple, Scarlet Berry, Woody Nightshade, Blue Blindweed",Solanaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/deadly-nightshade-r.jpg?itok=mUJ4pAZX,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/climbing-nightshade,FALSE,FALSE,FALSE,"Vomiting, diarrhea - common. Drowsiness, low blood pressure, low heart rate - uncommon."
Clivia Lily,Clivia sp.,"Kaffir Lily, Clivies, Caffre Lily, Cape Clivia, Klivia",Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/kaffir-lily-r.jpg?itok=IRpCeZop,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/clivia-lily,FALSE,FALSE,FALSE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
Club Moss,Selaginella kraussiana,"Cushion Moss, Irish Moss, Krauss' Spikemoss, Spreading Club Moss, Trailing Irish Moss",Selaginellaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/club-moss-r.jpg?itok=63ZBDpCk,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/club-moss,TRUE,TRUE,TRUE,null
Cocks Comb,Amaranthus hypochondriacus,"Pile Wort, Lady Bleeding, Red Cocks Comb",Amaranthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cocks-comb,TRUE,TRUE,TRUE,null
Cocktail Orchid,Cattleya forbesii,null,Orchidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cocktail-orchid-r.jpg?itok=RwJ5dfW5,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cocktail-orchid,TRUE,TRUE,FALSE,null
Coffee Tree,Polyscias guilfoylei,"Wild Coffee, Geranium-Leaf Aralia",Araliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/coffee-tree-r.jpg?itok=MG6qM_wS,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/coffee-tree,FALSE,FALSE,FALSE,"Contact dermatitis, vomiting, anorexia, depression."
Coleus,Coleus ampoinicus,"Indian Borage, Bread and Butter Plant, Spanish Thyme, East Indian Thyme, Stinging Thyme, Country Boarage; many others",Labiatae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/spanish-thyme-r.jpg?itok=SI6vxSb2,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/coleus,FALSE,FALSE,FALSE,"Vomiting, diarrhea, depression, anorexia, occasionally bloody diarrhea or vomiting"
Collinia Elegans,Chamaedorea elegans,"Miniature Fish Tail Dwarf Palm, Parlor Palm, Good Luck Palm",Palmae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/good-luck-palm-r.jpg?itok=ntv9y8-g,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/collinia-elegans,TRUE,TRUE,FALSE,null
Common Camellia,Camellia japonica; Thea japonica,"Camellia, Peony Camellia",Theaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-camellia,TRUE,TRUE,TRUE,null
Common Catbrier,Smilax rotundifolia,"Catbrier, Horsebrier, Common Greenbrier",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bullbrier-r.jpg?itok=3US6RhA4,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-catbrier,TRUE,TRUE,TRUE,null
Common Garden Canna,Canna generalis,Common Garden Canna,Cannaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/canna-r.jpg?itok=p3aFNR7H,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-garden-canna,TRUE,TRUE,FALSE,null
Common Greenbrier,Smilax rotundifolia,"Catbrier, Horsebrier, Common Greenbrier",Liliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bullbrier-r.jpg?itok=3US6RhA4,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-greenbrier,TRUE,TRUE,TRUE,null
Common Privet,Ligustrum vulgare,"Privet, Amur, Wax-leaf",Oleaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/common-privet-r.jpg?itok=BAP-H7J6,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-privet,FALSE,FALSE,FALSE,"Gastrointestinal upset (most common), incoordination, increased heart rate, death (rare)."
Common Snapdragon,Antirrhinum majus,Garden Snapdragon,Scrophulariaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-snapdragon,TRUE,TRUE,TRUE,null
Common Staghorn Fern,Platycerium bifurcatum,,Polypodiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/common-staghorn-fern,TRUE,TRUE,TRUE,null
Confederate Jasmine,Trachelospermum jasminoides,Star Jasmine,,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/confederate-jasmine,TRUE,TRUE,TRUE,null
Coolwort,Pilea pumila,"Clearweed, Richweed",Urticaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/clearweed-r.jpg?itok=C4bxt59g,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/coolwort,TRUE,TRUE,TRUE,null
Coontie Palm,Zamia pumila,"Sago Palm, Cardboard Palm, cycads and zamias",Cycadaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/sago-palm-r.jpg?itok=ww2JjLQ_,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/coontie-palm,FALSE,FALSE,FALSE,"Vomiting, melena, icterus, increased thirst, hemorrhagic gastroenteritis, bruising, coagulopathy, liver damage, liver failure, death."
Copper Rose,Echeveria multicaulis,,Crassulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/copper-rose,TRUE,TRUE,FALSE,null
Copperleaf,Acalypha godseffiana,Lance Copperleaf,Euphorbiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/copperleaf,TRUE,TRUE,FALSE,null
Coral Bells,Heuchera sanguinea,"Coral Bells, Heuchera",Saxifragaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/coral-bells,TRUE,TRUE,TRUE,null
Cordatum,Philodendron oxycardium,"Fiddle-Leaf, Horsehead Philodendron, Heartleaf Philodendron, Panda Plant, Split Leaf Philodendron, Fruit Salad Plant, Red Emerald, Red Princess, Saddle Leaf",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cordatum,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Coreopsis,Coreopsis,Tickseed,Compositae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/coreopsis,TRUE,TRUE,TRUE,null
Corn Plant,Dracaena fragrans,"Corn Plant, Cornstalk Plant, Dracaena, Dragon Tree, Ribbon Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/corn-plant-r.jpg?itok=wbjzwV7w,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/corn-plant,FALSE,FALSE,FALSE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
Cornflower,Centaurea cyanus,"Bachelor's Buttons, Bluebottle",Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/bluebottle-r.jpg?itok=T2L82S-S,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cornflower,TRUE,TRUE,FALSE,null
Cornstalk Plant,Dracaena fragrans,"Corn Plant, Dracaena, Dragon Tree, Ribbon Plant",Agavaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/corn-plant-r.jpg?itok=wbjzwV7w,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cornstalk-plant,FALSE,FALSE,FALSE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
Cow parsnip,Heracleum maximum,Giant Hogweed,Apiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/giant-hogweed-r.jpg?itok=2xaGJl9A,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cow-parsnip,FALSE,FALSE,FALSE,"Photosensitization (ulcerative and exudative dermatitis), ocular toxicity."
Cowbane,Cicuta species,"Water Hemlock, Poison Parsnip",Apiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cowbane-r.jpg?itok=hxJUs1SV,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cowbane,FALSE,FALSE,FALSE,"Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death"
Crape Myrtle,Lagerstroemia indica,Crepe Myrtle,Lythraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/crape-myrtle,TRUE,TRUE,TRUE,null
Creeping Charlie,Pilea nummulariifolia,Swedish Ivy (Plectranthus),Pilea: Uriticaeae; Plectranthus: Lamiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-charlie,TRUE,TRUE,TRUE,null
Creeping Gloxinia,Asarina erubescens,Maurandya,Scrophulariaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-gloxinia,TRUE,TRUE,TRUE,null
Creeping Mahonia,Mahonia aquifolium,"Tall Mahonia, Mountain Grape, Oregon Grape, Oregon Holly, Holly-leaved Barberry",Berberidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-mahonia,TRUE,TRUE,TRUE,null
Creeping Pilea,Pilea nummulariifolia,"Swedish Ivy (Plectranthus), Creeping Charlie",Pilea: Uriticaeae; Plectranthus: Lamiaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-pilea,TRUE,TRUE,TRUE,null
Creeping Rubus,Rubus pedatus,Strawberryleaf Raspberry,Rosaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-rubus,TRUE,TRUE,TRUE,null
Creeping Zinnia,Sanvitalia species,null,Asteraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/creeping-zinnia-r.jpg?itok=Up-rwFAq,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/creeping-zinnia,TRUE,TRUE,TRUE,null
Crepe Myrtle,Lagerstroemia indica,Crape Myrtle,Lythraceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/crepe-myrtle,TRUE,TRUE,TRUE,null
Crimson Bottlebush,Callistemon species,"Weeping Bottlebrush, Prickly Bottlebrush, Bottlebrush",Myrtaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/weeping-bottlebrush-r.jpg?itok=nLg91Ylc,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/crimson-bottlebush,TRUE,TRUE,TRUE,null
Crimson Cup,Neoregalia spp.,"Marbled fingernail,Blushing bromeliad, Ossifragi Vase, Miniature Marble plant, Aregelia",Bromiliaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/crimson-cup,TRUE,TRUE,FALSE,null
Crisped Feather Fern,Nephrolepis biserrata,Bold-Sword Fern,Dryopteridaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/crisped-feather-fern,TRUE,TRUE,TRUE,null
Crossandra,Crossandra species,null,Acanthaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/crossandra-r.jpg?itok=WpXd-cJY,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/crossandra,TRUE,TRUE,TRUE,null
Cuckoo-pint,Arum maculatum,"Arum, Lord-and-Ladies, Adam-and-Eve, Starch Root, Bobbins, Wake Robin",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum-r.jpg?itok=I6KyQVcY,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cuckoo-pint,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
Cucumber,Cucumis sativa,Garden Cucumber,Cucurbitaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cucumber-r.jpg?itok=fVWVEUHE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cucumber,TRUE,TRUE,TRUE,null
Cushion Moss,Selaginella kraussiana,"Club Moss, Irish Moss, Krauss' Spikemoss, Spreading Club Moss, Trailing Irish Moss",Selaginellaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/club-moss-r.jpg?itok=63ZBDpCk,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cushion-moss,TRUE,TRUE,TRUE,null
Cushon Aloe,Aloe retusa,,Aloaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cushon-aloe,TRUE,TRUE,TRUE,null
Cutleaf Philodendron,Monstera deliciosa,"Hurricane Plant, Swiss Cheese Plant, Ceriman, Mexican Breadfruit, Split-leaf Philodendron, Window Leaf Plant",Araceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cutleaf-philodendron-r.jpg?itok=q0nuAtMl,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cutleaf-philodendron,FALSE,FALSE,FALSE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
Cycads,Cycas and Zamia species,"Sago Palm, Fern Palm",Cycadaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cycads-r.jpg?itok=I7gOluo_,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cycads,FALSE,FALSE,FALSE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
Cyclamen,Cyclamen spp,Sowbread,Primulaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/cyclamen-2-r.jpg?itok=U0jcTkW3,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cyclamen,FALSE,FALSE,FALSE,"Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death"
Cyrtudeira,Episcia reptans,"Flame African Violet, Frosty, Flame, Moss agate, Lady Lou, Red African Violet, Acajou",Gesneriaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/default_images/imageunavailable_0.jpg?itok=JCCt_uvE,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/cyrtudeira,TRUE,TRUE,FALSE,null
Daffodil,Narcissus spp,"Narcissus, Jonquil, Paper White",Amaryllidaceae,https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/daffodil-r.jpg?itok=AL_7AwrI,https://www.aspca.org//pet-care/animal-poison-control/toxic-and-non-toxic-plants/daffodil,FALSE,FALSE,FALSE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
